,Date,Product,Demand_count,Demand_mean,Demand_sum,Year,Month,Week
915,2015-09-15,Product_1359,15,30266.666666666668,454000,2015,9,2
916,2015-09-16,Product_1359,11,26727.272727272728,294000,2015,9,3
917,2015-09-17,Product_1359,6,8833.333333333334,53000,2015,9,4
918,2015-09-18,Product_1359,9,21555.555555555555,194000,2015,9,5
919,2015-09-24,Product_1359,17,21882.352941176472,372000,2015,9,4
920,2015-09-25,Product_1359,13,26000.0,338000,2015,9,5
921,2015-09-28,Product_1359,4,8500.0,34000,2015,9,1
922,2015-09-29,Product_1359,10,11900.0,119000,2015,9,2
923,2015-09-30,Product_1359,10,116700.0,1167000,2015,9,3
924,2015-10-01,Product_1359,17,29529.41176470588,502000,2015,10,4
925,2015-10-02,Product_1359,12,33333.333333333336,400000,2015,10,5
926,2015-10-04,Product_1359,1,0.0,0,2015,10,7
927,2015-10-05,Product_1359,12,18500.0,222000,2015,10,1
928,2015-10-06,Product_1359,6,9333.333333333334,56000,2015,10,2
929,2015-10-07,Product_1359,6,40166.666666666664,241000,2015,10,3
930,2015-10-08,Product_1359,16,54937.5,879000,2015,10,4
931,2015-10-09,Product_1359,6,14333.333333333334,86000,2015,10,5
932,2015-10-13,Product_1359,17,20117.647058823528,342000,2015,10,2
933,2015-10-14,Product_1359,15,18933.333333333332,284000,2015,10,3
934,2015-10-15,Product_1359,12,13416.666666666666,161000,2015,10,4
935,2015-10-16,Product_1359,14,11000.0,154000,2015,10,5
936,2015-10-19,Product_1359,13,14461.538461538461,188000,2015,10,1
937,2015-10-20,Product_1359,6,4333.333333333333,26000,2015,10,2
938,2015-10-21,Product_1359,9,41333.333333333336,372000,2015,10,3
939,2015-10-22,Product_1359,10,69800.0,698000,2015,10,4
940,2015-10-23,Product_1359,12,7583.333333333333,91000,2015,10,5
941,2015-10-25,Product_1359,1,3000.0,3000,2015,10,7
942,2015-10-26,Product_1359,13,50000.0,650000,2015,10,1
943,2015-10-27,Product_1359,18,86388.88888888889,1555000,2015,10,2
944,2015-10-28,Product_1359,12,25083.333333333332,301000,2015,10,3
945,2015-10-29,Product_1359,10,13200.0,132000,2015,10,4
946,2015-10-30,Product_1359,16,28187.5,451000,2015,10,5
947,2015-11-01,Product_1359,1,100000.0,100000,2015,11,7
948,2015-11-02,Product_1359,15,26266.666666666668,394000,2015,11,1
949,2015-11-03,Product_1359,1,25000.0,25000,2015,11,2
950,2015-11-04,Product_1359,14,19214.285714285714,269000,2015,11,3
951,2015-11-05,Product_1359,14,19857.14285714286,278000,2015,11,4
952,2015-11-06,Product_1359,9,16666.666666666668,150000,2015,11,5
953,2015-11-09,Product_1359,9,10444.444444444445,94000,2015,11,1
954,2015-11-10,Product_1359,18,36888.88888888889,664000,2015,11,2
955,2015-11-11,Product_1359,9,17000.0,153000,2015,11,3
956,2015-11-12,Product_1359,13,22000.0,286000,2015,11,4
957,2015-11-13,Product_1359,10,16300.0,163000,2015,11,5
958,2015-11-16,Product_1359,8,26750.0,214000,2015,11,1
959,2015-11-17,Product_1359,17,90705.88235294117,1542000,2015,11,2
960,2015-11-18,Product_1359,9,42111.11111111111,379000,2015,11,3
961,2015-11-19,Product_1359,13,91153.84615384616,1185000,2015,11,4
962,2015-11-20,Product_1359,9,28777.777777777777,259000,2015,11,5
963,2015-11-24,Product_1359,19,9263.157894736842,176000,2015,11,2
964,2015-11-25,Product_1359,7,32428.571428571428,227000,2015,11,3
965,2015-11-26,Product_1359,9,21444.444444444445,193000,2015,11,4
966,2015-11-27,Product_1359,13,20923.076923076922,272000,2015,11,5
967,2015-11-30,Product_1359,15,12866.666666666666,193000,2015,11,1
968,2015-12-01,Product_1359,17,10588.235294117647,180000,2015,12,2
969,2015-12-02,Product_1359,16,37125.0,594000,2015,12,3
970,2015-12-03,Product_1359,10,31400.0,314000,2015,12,4
971,2015-12-04,Product_1359,8,24750.0,198000,2015,12,5
972,2015-12-07,Product_1359,14,29928.571428571428,419000,2015,12,1
973,2015-12-08,Product_1359,16,26875.0,430000,2015,12,2
974,2015-12-09,Product_1359,9,65111.11111111111,586000,2015,12,3
975,2015-12-10,Product_1359,13,10000.0,130000,2015,12,4
976,2015-12-11,Product_1359,22,7227.272727272727,159000,2015,12,5
977,2015-12-14,Product_1359,13,12769.23076923077,166000,2015,12,1
978,2015-12-15,Product_1359,15,94866.66666666667,1423000,2015,12,2
979,2015-12-16,Product_1359,8,25375.0,203000,2015,12,3
980,2015-12-17,Product_1359,11,30545.454545454544,336000,2015,12,4
981,2015-12-18,Product_1359,11,32727.272727272728,360000,2015,12,5
982,2015-12-21,Product_1359,18,12277.777777777777,221000,2015,12,1
983,2015-12-22,Product_1359,9,26222.222222222223,236000,2015,12,2
984,2015-12-24,Product_1359,20,11450.0,229000,2015,12,4
985,2015-12-25,Product_1359,8,12250.0,98000,2015,12,5
986,2015-12-28,Product_1359,12,42250.0,507000,2015,12,1
987,2016-01-05,Product_1359,21,22809.52380952381,479000,2016,1,2
988,2016-01-06,Product_1359,15,40333.333333333336,605000,2016,1,3
989,2016-01-07,Product_1359,8,44375.0,355000,2016,1,4
990,2016-01-08,Product_1359,12,57000.0,684000,2016,1,5
991,2016-01-12,Product_1359,14,36285.71428571428,508000,2016,1,2
992,2016-01-13,Product_1359,14,28285.714285714286,396000,2016,1,3
993,2016-01-14,Product_1359,8,44625.0,357000,2016,1,4
994,2016-01-15,Product_1359,14,8285.714285714286,116000,2016,1,5
995,2016-01-18,Product_1359,14,21142.85714285714,296000,2016,1,1
996,2016-01-19,Product_1359,13,48153.846153846156,626000,2016,1,2
997,2016-01-20,Product_1359,9,45888.88888888889,413000,2016,1,3
998,2016-01-21,Product_1359,15,11666.666666666666,175000,2016,1,4
999,2016-01-22,Product_1359,17,15117.64705882353,257000,2016,1,5
1000,2016-01-25,Product_1359,12,27083.333333333332,325000,2016,1,1
1001,2016-01-26,Product_1359,11,73454.54545454546,808000,2016,1,2
1002,2016-01-27,Product_1359,7,7428.571428571428,52000,2016,1,3
1003,2016-01-28,Product_1359,5,104400.0,522000,2016,1,4
1004,2016-01-29,Product_1359,18,20277.777777777777,365000,2016,1,5
1005,2016-02-01,Product_1359,28,18750.0,525000,2016,2,1
1006,2016-02-02,Product_1359,14,14642.857142857143,205000,2016,2,2
1007,2016-02-03,Product_1359,11,72363.63636363637,796000,2016,2,3
1008,2016-02-04,Product_1359,17,13411.764705882353,228000,2016,2,4
1009,2016-02-05,Product_1359,12,27583.333333333332,331000,2016,2,5
1010,2016-02-08,Product_1359,9,88777.77777777778,799000,2016,2,1
1011,2016-02-09,Product_1359,12,30750.0,369000,2016,2,2
1012,2016-02-10,Product_1359,12,31833.333333333332,382000,2016,2,3
1013,2016-02-12,Product_1359,14,25428.571428571428,356000,2016,2,5
1014,2016-02-15,Product_1359,9,23111.11111111111,208000,2016,2,1
1015,2016-02-16,Product_1359,8,37250.0,298000,2016,2,2
1016,2016-02-17,Product_1359,7,17857.14285714286,125000,2016,2,3
1017,2016-02-18,Product_1359,8,30875.0,247000,2016,2,4
1018,2016-02-19,Product_1359,13,39076.92307692308,508000,2016,2,5
1019,2016-02-22,Product_1359,16,16062.5,257000,2016,2,1
1020,2016-02-23,Product_1359,15,10266.666666666666,154000,2016,2,2
1021,2016-02-24,Product_1359,13,39692.307692307695,516000,2016,2,3
1022,2016-02-25,Product_1359,11,9090.90909090909,100000,2016,2,4
1023,2016-02-26,Product_1359,12,28833.333333333332,346000,2016,2,5
1024,2016-02-29,Product_1359,15,29733.333333333332,446000,2016,2,1
1025,2016-03-01,Product_1359,17,9647.058823529413,164000,2016,3,2
1026,2016-03-02,Product_1359,16,85125.0,1362000,2016,3,3
1027,2016-03-03,Product_1359,12,27166.666666666668,326000,2016,3,4
1028,2016-03-04,Product_1359,16,14625.0,234000,2016,3,5
1029,2016-03-07,Product_1359,11,23363.636363636364,257000,2016,3,1
1030,2016-03-08,Product_1359,9,15111.111111111111,136000,2016,3,2
1031,2016-03-09,Product_1359,13,5461.538461538462,71000,2016,3,3
1032,2016-03-10,Product_1359,11,25545.454545454544,281000,2016,3,4
1033,2016-03-11,Product_1359,14,36500.0,511000,2016,3,5
1034,2016-03-14,Product_1359,10,19500.0,195000,2016,3,1
1035,2016-03-15,Product_1359,6,180833.33333333334,1085000,2016,3,2
1036,2016-03-16,Product_1359,7,48857.142857142855,342000,2016,3,3
1037,2016-03-17,Product_1359,15,16333.333333333334,245000,2016,3,4
1038,2016-03-18,Product_1359,8,33250.0,266000,2016,3,5
1039,2016-03-22,Product_1359,12,20000.0,240000,2016,3,2
1040,2016-03-23,Product_1359,14,37357.142857142855,523000,2016,3,3
1041,2016-03-24,Product_1359,16,19875.0,318000,2016,3,4
1042,2016-03-25,Product_1359,16,14687.5,235000,2016,3,5
1043,2016-03-28,Product_1359,10,16100.0,161000,2016,3,1
1044,2016-03-29,Product_1359,6,42333.333333333336,254000,2016,3,2
1045,2016-03-30,Product_1359,10,10100.0,101000,2016,3,3
1046,2016-03-31,Product_1359,9,27666.666666666668,249000,2016,3,4
1047,2016-04-01,Product_1359,23,12304.347826086956,283000,2016,4,5
1048,2016-04-04,Product_1359,8,14500.0,116000,2016,4,1
1049,2016-04-05,Product_1359,17,28235.29411764706,480000,2016,4,2
1050,2016-04-06,Product_1359,10,25900.0,259000,2016,4,3
1051,2016-04-07,Product_1359,14,34428.57142857143,482000,2016,4,4
1052,2016-04-08,Product_1359,15,90800.0,1362000,2016,4,5
1053,2016-04-11,Product_1359,8,25625.0,205000,2016,4,1
1054,2016-04-12,Product_1359,10,10500.0,105000,2016,4,2
1055,2016-04-13,Product_1359,7,39857.142857142855,279000,2016,4,3
1056,2016-04-14,Product_1359,7,12285.714285714286,86000,2016,4,4
1057,2016-04-15,Product_1359,15,38866.666666666664,583000,2016,4,5
1058,2016-04-18,Product_1359,6,38833.333333333336,233000,2016,4,1
1059,2016-04-19,Product_1359,10,9900.0,99000,2016,4,2
1060,2016-04-20,Product_1359,9,12000.0,108000,2016,4,3
1061,2016-04-21,Product_1359,18,21444.444444444445,386000,2016,4,4
1062,2016-04-22,Product_1359,17,19647.058823529413,334000,2016,4,5
1063,2016-04-25,Product_1359,11,26727.272727272728,294000,2016,4,1
1064,2016-04-26,Product_1359,10,21200.0,212000,2016,4,2
1065,2016-04-27,Product_1359,9,5888.888888888889,53000,2016,4,3
1066,2016-04-28,Product_1359,19,20105.263157894737,382000,2016,4,4
1067,2016-05-02,Product_1359,7,12285.714285714286,86000,2016,5,1
1068,2016-05-05,Product_1359,1,10000.0,10000,2016,5,4
1069,2016-05-06,Product_1359,15,21000.0,315000,2016,5,5
1070,2016-05-09,Product_1359,11,36545.454545454544,402000,2016,5,1
1071,2016-05-10,Product_1359,13,100153.84615384616,1302000,2016,5,2
1072,2016-05-11,Product_1359,14,8857.142857142857,124000,2016,5,3
1073,2016-05-12,Product_1359,9,17333.333333333332,156000,2016,5,4
1074,2016-05-13,Product_1359,15,26866.666666666668,403000,2016,5,5
1075,2016-05-16,Product_1359,12,6500.0,78000,2016,5,1
1076,2016-05-17,Product_1359,6,42166.666666666664,253000,2016,5,2
1077,2016-05-18,Product_1359,7,4285.714285714285,30000,2016,5,3
1078,2016-05-19,Product_1359,9,19888.88888888889,179000,2016,5,4
1079,2016-05-20,Product_1359,11,29000.0,319000,2016,5,5
1080,2016-05-23,Product_1359,21,30523.809523809523,641000,2016,5,1
1081,2016-05-24,Product_1359,10,12800.0,128000,2016,5,2
1082,2016-05-25,Product_1359,19,31894.736842105263,606000,2016,5,3
1083,2016-05-26,Product_1359,14,55785.71428571428,781000,2016,5,4
1084,2016-05-27,Product_1359,12,28166.666666666668,338000,2016,5,5
1085,2016-05-30,Product_1359,6,26666.666666666668,160000,2016,5,1
1086,2016-05-31,Product_1359,8,67875.0,543000,2016,5,2
1087,2016-06-01,Product_1359,26,17615.384615384617,458000,2016,6,3
1088,2016-06-02,Product_1359,10,25900.0,259000,2016,6,4
1089,2016-06-03,Product_1359,14,15285.714285714286,214000,2016,6,5
1090,2016-06-06,Product_1359,10,24400.0,244000,2016,6,1
1091,2016-06-07,Product_1359,16,30875.0,494000,2016,6,2
1092,2016-06-08,Product_1359,10,99400.0,994000,2016,6,3
1093,2016-06-09,Product_1359,12,28083.333333333332,337000,2016,6,4
1094,2016-06-10,Product_1359,15,44466.666666666664,667000,2016,6,5
1095,2016-06-13,Product_1359,8,12375.0,99000,2016,6,1
1096,2016-06-14,Product_1359,10,90200.0,902000,2016,6,2
1097,2016-06-15,Product_1359,12,13333.333333333334,160000,2016,6,3
1098,2016-06-16,Product_1359,6,24666.666666666668,148000,2016,6,4
1099,2016-06-17,Product_1359,9,7333.333333333333,66000,2016,6,5
1100,2016-06-20,Product_1359,10,37400.0,374000,2016,6,1
1101,2016-06-21,Product_1359,17,39470.58823529412,671000,2016,6,2
1102,2016-06-22,Product_1359,15,22666.666666666668,340000,2016,6,3
1103,2016-06-23,Product_1359,11,10363.636363636364,114000,2016,6,4
1104,2016-06-24,Product_1359,5,23200.0,116000,2016,6,5
1105,2016-06-27,Product_1359,17,32705.882352941175,556000,2016,6,1
1106,2016-06-28,Product_1359,5,22600.0,113000,2016,6,2
1107,2016-06-29,Product_1359,4,52000.0,208000,2016,6,3
1108,2016-06-30,Product_1359,13,25846.153846153848,336000,2016,6,4
1109,2016-07-01,Product_1359,21,33333.333333333336,700000,2016,7,5
1110,2016-07-04,Product_1359,12,51583.333333333336,619000,2016,7,1
1111,2016-07-05,Product_1359,10,111500.0,1115000,2016,7,2
1112,2016-07-06,Product_1359,9,5444.444444444444,49000,2016,7,3
1113,2016-07-07,Product_1359,15,17866.666666666668,268000,2016,7,4
1114,2016-07-08,Product_1359,21,12619.047619047618,265000,2016,7,5
1115,2016-07-11,Product_1359,8,5875.0,47000,2016,7,1
1116,2016-07-12,Product_1359,11,11454.545454545454,126000,2016,7,2
1117,2016-07-13,Product_1359,12,38000.0,456000,2016,7,3
1118,2016-07-14,Product_1359,11,12181.818181818182,134000,2016,7,4
1119,2016-07-15,Product_1359,11,25272.727272727272,278000,2016,7,5
1120,2016-07-18,Product_1359,3,26000.0,78000,2016,7,1
1121,2016-07-19,Product_1359,10,27400.0,274000,2016,7,2
1122,2016-07-20,Product_1359,11,40090.90909090909,441000,2016,7,3
1123,2016-07-21,Product_1359,19,26052.63157894737,495000,2016,7,4
1124,2016-07-22,Product_1359,18,15277.777777777777,275000,2016,7,5
1125,2016-07-25,Product_1359,12,26166.666666666668,314000,2016,7,1
1126,2016-07-26,Product_1359,17,34647.05882352941,589000,2016,7,2
1127,2016-07-27,Product_1359,9,17888.88888888889,161000,2016,7,3
1128,2016-07-28,Product_1359,9,11777.777777777777,106000,2016,7,4
1129,2016-07-29,Product_1359,19,16736.842105263157,318000,2016,7,5
1130,2016-08-01,Product_1359,26,27923.076923076922,726000,2016,8,1
1131,2016-08-02,Product_1359,11,29909.090909090908,329000,2016,8,2
1132,2016-08-03,Product_1359,9,28000.0,252000,2016,8,3
1133,2016-08-04,Product_1359,8,21375.0,171000,2016,8,4
1134,2016-08-05,Product_1359,17,27470.58823529412,467000,2016,8,5
1135,2016-08-08,Product_1359,10,18300.0,183000,2016,8,1
1136,2016-08-09,Product_1359,5,47000.0,235000,2016,8,2
1137,2016-08-10,Product_1359,3,8666.666666666666,26000,2016,8,3
1138,2016-08-15,Product_1359,3,9000.0,27000,2016,8,1
1139,2016-08-16,Product_1359,5,4000.0,20000,2016,8,2
1140,2016-08-17,Product_1359,12,26666.666666666668,320000,2016,8,3
1141,2016-08-18,Product_1359,13,64153.846153846156,834000,2016,8,4
1142,2016-08-19,Product_1359,16,20562.5,329000,2016,8,5
1143,2016-08-22,Product_1359,11,15454.545454545454,170000,2016,8,1
1144,2016-08-23,Product_1359,12,41833.333333333336,502000,2016,8,2
1145,2016-08-24,Product_1359,9,71444.44444444444,643000,2016,8,3
1146,2016-08-25,Product_1359,7,17142.85714285714,120000,2016,8,4
1147,2016-08-26,Product_1359,17,44588.23529411765,758000,2016,8,5
1148,2016-08-29,Product_1359,5,17800.0,89000,2016,8,1
1149,2016-08-30,Product_1359,9,28111.11111111111,253000,2016,8,2
1150,2016-08-31,Product_1359,19,25263.157894736843,480000,2016,8,3
1151,2016-09-01,Product_1359,14,29357.14285714286,411000,2016,9,4
1152,2016-09-02,Product_1359,10,31200.0,312000,2016,9,5
1153,2016-09-05,Product_1359,16,29187.5,467000,2016,9,1
1154,2016-09-06,Product_1359,12,20250.0,243000,2016,9,2
1155,2016-09-07,Product_1359,10,46200.0,462000,2016,9,3
1156,2016-09-08,Product_1359,13,22153.846153846152,288000,2016,9,4
1157,2016-09-09,Product_1359,10,12400.0,124000,2016,9,5
1158,2016-09-12,Product_1359,10,11900.0,119000,2016,9,1
1159,2016-09-13,Product_1359,9,58111.11111111111,523000,2016,9,2
1160,2016-09-14,Product_1359,11,15545.454545454546,171000,2016,9,3
1161,2016-09-15,Product_1359,12,22250.0,267000,2016,9,4
1162,2016-09-16,Product_1359,20,28500.0,570000,2016,9,5
1163,2016-09-20,Product_1359,8,12750.0,102000,2016,9,2
1164,2016-09-21,Product_1359,11,43545.454545454544,479000,2016,9,3
1165,2016-09-23,Product_1359,15,19400.0,291000,2016,9,5
1166,2016-09-26,Product_1359,11,17363.636363636364,191000,2016,9,1
1167,2016-09-27,Product_1359,12,21583.333333333332,259000,2016,9,2
1168,2016-09-28,Product_1359,8,9125.0,73000,2016,9,3
1169,2016-09-29,Product_1359,3,14000.0,42000,2016,9,4
1170,2016-09-30,Product_1359,22,71181.81818181818,1566000,2016,9,5
1171,2016-10-03,Product_1359,24,22375.0,537000,2016,10,1
1172,2016-10-04,Product_1359,15,25266.666666666668,379000,2016,10,2
1173,2016-10-05,Product_1359,11,21000.0,231000,2016,10,3
1174,2016-10-06,Product_1359,10,25200.0,252000,2016,10,4
1175,2016-10-07,Product_1359,13,16538.46153846154,215000,2016,10,5
1176,2016-10-11,Product_1359,12,188083.33333333334,2257000,2016,10,2
1177,2016-10-12,Product_1359,6,27000.0,162000,2016,10,3
1178,2016-10-13,Product_1359,10,12300.0,123000,2016,10,4
1179,2016-10-14,Product_1359,14,35428.57142857143,496000,2016,10,5
1180,2016-10-17,Product_1359,9,32111.11111111111,289000,2016,10,1
1181,2016-10-18,Product_1359,6,11333.333333333334,68000,2016,10,2
1182,2016-10-19,Product_1359,13,10846.153846153846,141000,2016,10,3
1183,2016-10-20,Product_1359,10,63200.0,632000,2016,10,4
1184,2016-10-21,Product_1359,15,31666.666666666668,475000,2016,10,5
1185,2016-10-24,Product_1359,15,11000.0,165000,2016,10,1
1186,2016-10-25,Product_1359,14,14500.0,203000,2016,10,2
1187,2016-10-26,Product_1359,12,25666.666666666668,308000,2016,10,3
1188,2016-10-27,Product_1359,8,13750.0,110000,2016,10,4
1189,2016-10-28,Product_1359,7,17000.0,119000,2016,10,5
1190,2016-10-30,Product_1359,3,42333.333333333336,127000,2016,10,7
1191,2016-10-31,Product_1359,10,40800.0,408000,2016,10,1
1192,2016-11-01,Product_1359,24,31625.0,759000,2016,11,2
1193,2016-11-02,Product_1359,14,32571.428571428572,456000,2016,11,3
1194,2016-11-04,Product_1359,14,89214.28571428571,1249000,2016,11,5
1195,2016-11-07,Product_1359,15,26133.333333333332,392000,2016,11,1
1196,2016-11-08,Product_1359,8,51875.0,415000,2016,11,2
1197,2016-11-09,Product_1359,10,42700.0,427000,2016,11,3
1198,2016-11-10,Product_1359,12,98500.0,1182000,2016,11,4
1199,2016-11-11,Product_1359,10,12700.0,127000,2016,11,5
1200,2016-11-14,Product_1359,12,21583.333333333332,259000,2016,11,1
1201,2016-11-15,Product_1359,10,49800.0,498000,2016,11,2
1202,2016-11-16,Product_1359,9,36666.666666666664,330000,2016,11,3
1203,2016-11-17,Product_1359,7,9428.57142857143,66000,2016,11,4
1204,2016-11-18,Product_1359,12,28333.333333333332,340000,2016,11,5
1205,2016-11-21,Product_1359,10,11500.0,115000,2016,11,1
1206,2016-11-22,Product_1359,12,48083.333333333336,577000,2016,11,2
1207,2016-11-24,Product_1359,17,18705.882352941175,318000,2016,11,4
1208,2016-11-25,Product_1359,8,8875.0,71000,2016,11,5
1209,2016-11-28,Product_1359,10,73300.0,733000,2016,11,1
1210,2016-11-29,Product_1359,8,13625.0,109000,2016,11,2
1211,2016-11-30,Product_1359,12,32583.333333333332,391000,2016,11,3
1212,2016-12-01,Product_1359,13,25307.69230769231,329000,2016,12,4
1213,2016-12-02,Product_1359,12,21500.0,258000,2016,12,5
1214,2016-12-05,Product_1359,10,21000.0,210000,2016,12,1
1215,2016-12-06,Product_1359,11,27818.18181818182,306000,2016,12,2
1216,2016-12-07,Product_1359,12,23666.666666666668,284000,2016,12,3
1217,2016-12-08,Product_1359,9,21000.0,189000,2016,12,4
1218,2016-12-09,Product_1359,18,36388.88888888889,655000,2016,12,5
1219,2016-12-12,Product_1359,5,13600.0,68000,2016,12,1
1220,2016-12-13,Product_1359,10,57300.0,573000,2016,12,2
1221,2016-12-14,Product_1359,14,38285.71428571428,536000,2016,12,3
1222,2016-12-15,Product_1359,7,37571.42857142857,263000,2016,12,4
1223,2016-12-16,Product_1359,15,18466.666666666668,277000,2016,12,5
1224,2016-12-19,Product_1359,13,30538.46153846154,397000,2016,12,1
1225,2016-12-20,Product_1359,14,23428.571428571428,328000,2016,12,2
1226,2016-12-21,Product_1359,17,16705.882352941175,284000,2016,12,3
1227,2016-12-22,Product_1359,8,22500.0,180000,2016,12,4
1228,2016-12-26,Product_1359,12,23833.333333333332,286000,2016,12,1
1229,2016-12-27,Product_1359,6,15000.0,90000,2016,12,2
1230,2016-12-28,Product_1359,7,20000.0,140000,2016,12,3
1231,2017-01-06,Product_1359,1,100000.0,100000,2017,1,5
1232,2012-01-05,Product_1295,8,9837.5,78700,2012,1,4
1233,2012-01-06,Product_1295,16,6381.25,102100,2012,1,5
1234,2012-01-10,Product_1295,9,14888.888888888889,134000,2012,1,2
1235,2012-01-11,Product_1295,8,4700.0,37600,2012,1,3
1236,2012-01-12,Product_1295,9,3566.6666666666665,32100,2012,1,4
1237,2012-01-13,Product_1295,5,4700.0,23500,2012,1,5
1238,2012-01-16,Product_1295,9,13488.888888888889,121400,2012,1,1
1239,2012-01-17,Product_1295,14,11142.857142857143,156000,2012,1,2
1240,2012-01-18,Product_1295,10,9870.0,98700,2012,1,3
1241,2012-01-19,Product_1295,9,8633.333333333334,77700,2012,1,4
1242,2012-01-20,Product_1295,7,6742.857142857143,47200,2012,1,5
1243,2012-01-23,Product_1295,12,10975.0,131700,2012,1,1
1244,2012-01-24,Product_1295,6,6683.333333333333,40100,2012,1,2
1245,2012-01-25,Product_1295,6,8333.333333333334,50000,2012,1,3
1246,2012-01-26,Product_1295,8,15125.0,121000,2012,1,4
1247,2012-01-27,Product_1295,2,7500.0,15000,2012,1,5
1248,2012-01-30,Product_1295,4,13750.0,55000,2012,1,1
1249,2012-01-31,Product_1295,7,5571.428571428572,39000,2012,1,2
1250,2012-02-01,Product_1295,5,8660.0,43300,2012,2,3
1251,2012-02-02,Product_1295,11,4636.363636363636,51000,2012,2,4
1252,2012-02-03,Product_1295,5,3320.0,16600,2012,2,5
1253,2012-02-06,Product_1295,7,7500.0,52500,2012,2,1
1254,2012-02-07,Product_1295,10,10910.0,109100,2012,2,2
1255,2012-02-08,Product_1295,13,16276.923076923076,211600,2012,2,3
1256,2012-02-09,Product_1295,3,1000.0,3000,2012,2,4
1257,2012-02-10,Product_1295,14,7971.428571428572,111600,2012,2,5
1258,2012-02-13,Product_1295,5,6940.0,34700,2012,2,1
1259,2012-02-14,Product_1295,6,7516.666666666667,45100,2012,2,2
1260,2012-02-15,Product_1295,13,6630.7692307692305,86200,2012,2,3
1261,2012-02-16,Product_1295,10,8850.0,88500,2012,2,4
1262,2012-02-17,Product_1295,5,12400.0,62000,2012,2,5
1263,2012-02-20,Product_1295,8,10875.0,87000,2012,2,1
1264,2012-02-21,Product_1295,12,8775.0,105300,2012,2,2
1265,2012-02-22,Product_1295,11,5718.181818181818,62900,2012,2,3
1266,2012-02-23,Product_1295,8,8125.0,65000,2012,2,4
1267,2012-02-24,Product_1295,5,8860.0,44300,2012,2,5
1268,2012-02-27,Product_1295,9,5877.777777777777,52900,2012,2,1
1269,2012-02-28,Product_1295,10,4760.0,47600,2012,2,2
1270,2012-02-29,Product_1295,14,34500.0,483000,2012,2,3
1271,2012-03-01,Product_1295,9,4666.666666666667,42000,2012,3,4
1272,2012-03-02,Product_1295,6,9666.666666666666,58000,2012,3,5
1273,2012-03-05,Product_1295,13,7153.846153846154,93000,2012,3,1
1274,2012-03-06,Product_1295,7,-39328.57142857143,-275300,2012,3,2
1275,2012-03-07,Product_1295,9,4722.222222222223,42500,2012,3,3
1276,2012-03-08,Product_1295,4,16000.0,64000,2012,3,4
1277,2012-03-09,Product_1295,15,9380.0,140700,2012,3,5
1278,2012-03-12,Product_1295,11,7972.727272727273,87700,2012,3,1
1279,2012-03-13,Product_1295,16,9193.75,147100,2012,3,2
1280,2012-03-14,Product_1295,11,15636.363636363636,172000,2012,3,3
1281,2012-03-15,Product_1295,11,9218.181818181818,101400,2012,3,4
1282,2012-03-16,Product_1295,10,4370.0,43700,2012,3,5
1283,2012-03-19,Product_1295,8,3187.5,25500,2012,3,1
1284,2012-03-21,Product_1295,11,7563.636363636364,83200,2012,3,3
1285,2012-03-22,Product_1295,11,14281.818181818182,157100,2012,3,4
1286,2012-03-23,Product_1295,12,6608.333333333333,79300,2012,3,5
1287,2012-03-26,Product_1295,15,11766.666666666666,176500,2012,3,1
1288,2012-03-27,Product_1295,13,5715.384615384615,74300,2012,3,2
1289,2012-03-28,Product_1295,8,5287.5,42300,2012,3,3
1290,2012-03-29,Product_1295,9,12000.0,108000,2012,3,4
1291,2012-03-30,Product_1295,7,11828.57142857143,82800,2012,3,5
1292,2012-04-02,Product_1295,15,8133.333333333333,122000,2012,4,1
1293,2012-04-03,Product_1295,11,13327.272727272728,146600,2012,4,2
1294,2012-04-04,Product_1295,3,8000.0,24000,2012,4,3
1295,2012-04-05,Product_1295,2,6000.0,12000,2012,4,4
1296,2012-04-06,Product_1295,10,20680.0,206800,2012,4,5
1297,2012-04-08,Product_1295,1,2000.0,2000,2012,4,7
1298,2012-04-09,Product_1295,12,11191.666666666666,134300,2012,4,1
1299,2012-04-10,Product_1295,10,10600.0,106000,2012,4,2
1300,2012-04-11,Product_1295,8,6875.0,55000,2012,4,3
1301,2012-04-12,Product_1295,6,3416.6666666666665,20500,2012,4,4
1302,2012-04-13,Product_1295,4,14425.0,57700,2012,4,5
1303,2012-04-16,Product_1295,9,8111.111111111111,73000,2012,4,1
1304,2012-04-17,Product_1295,18,7194.444444444444,129500,2012,4,2
1305,2012-04-18,Product_1295,5,7200.0,36000,2012,4,3
1306,2012-04-19,Product_1295,10,21320.0,213200,2012,4,4
1307,2012-04-20,Product_1295,10,3360.0,33600,2012,4,5
1308,2012-04-23,Product_1295,9,12222.222222222223,110000,2012,4,1
1309,2012-04-24,Product_1295,11,8645.454545454546,95100,2012,4,2
1310,2012-04-25,Product_1295,6,5833.333333333333,35000,2012,4,3
1311,2012-04-26,Product_1295,11,13754.545454545454,151300,2012,4,4
1312,2012-04-27,Product_1295,6,8966.666666666666,53800,2012,4,5
1313,2012-05-01,Product_1295,14,10092.857142857143,141300,2012,5,2
1314,2012-05-02,Product_1295,6,8716.666666666666,52300,2012,5,3
1315,2012-05-07,Product_1295,8,9812.5,78500,2012,5,1
1316,2012-05-08,Product_1295,13,14330.76923076923,186300,2012,5,2
1317,2012-05-09,Product_1295,6,7000.0,42000,2012,5,3
